Year,Month,City,UHI_Ratio,NDVI_Urban,NDBI_Urban,Albedo_Urban,NDVI_Rural,NDBI_Rural,Albedo_Rural
2001,3,Ahmedabad,0.20671707715874707,0.18438661465929293,0.13235052606270567,0.181854012358958,0.25870951302400325,0.023822880805113265,0.16234071197689431
2001,4,Delhi,0.16452135102073992,0.17804876854701104,0.093925191612678,0.18106484330146347,0.257909090669353,-0.004568251961548405,0.15663038620093137
2001,4,Hyderabad,,,,,,,
2001,4,Mumbai,,,,,,,
2001,4,Bangalore,-1.140244208522255,0.2860571602306724,0.008165677649453338,0.2420180059608348,0.0,0.0,-0.20177165354276108
2001,4,Kolkata,0.15577687348873234,0.24779867424072985,0.002321963565820518,0.13658982253540541,0.40309541974740953,-0.15944222339074665,0.13736215328671633
2001,4,Chennai,0.23495288972239914,0.32217552523467125,0.07852760726168674,0.17275392320187957,0.23696667508199695,-0.09003443924635368,0.10344837762919158
2001,4,Pune,0.15394808083848183,0.12366121322644003,0.11006123297349314,0.151065740795843,0.21867795851349375,0.018180130106949986,0.14618340909431488
2001,4,Kanpur,,,,,,,
2001,4,Surat,0.18908140326981263,0.16634670729993425,0.08428364898866242,0.1450847043280437,0.2513847314465045,-0.053515696767490746,0.12805835473149613
2001,4,Ahmedabad,0.11847086763139196,0.1854060258547223,0.09860771968868055,0.20129862491764539,0.2618025294358293,0.012041425698962296,0.19091623383387982
2001,5,Delhi,1.4624164641027535,0.18189818834205002,0.062211231366007695,0.1679263572287866,0.049422056716083004,0.0014979173457836154,0.3160630551669164
2001,5,Hyderabad,,,,,,,
2001,5,Mumbai,,,,,,,
2001,5,Bangalore,0.4320923772826342,0.32891830917898834,0.010313660962067666,0.18897461641260554,0.3780511268424843,-0.06080807298053701,0.1818567218310064
2001,5,Kolkata,,,,,,,
2001,5,Chennai,,,,,,,
2001,5,Pune,0.1392598044574127,0.13941321594138842,0.10827240347496936,0.15007118014204418,0.23683930210308077,0.015365464593687326,0.14488762995095952
2001,5,Kanpur,0.07566631882067652,0.1404985507047287,0.12041796612866634,0.20447627573306296,0.18851838058175668,0.06862103081627621,0.18335112656192906
2001,5,Surat,,,,,,,
2001,5,Ahmedabad,,,,,0.2127237125133481,0.043102990147463174,0.16460479679985274
2001,6,Delhi,,,,,,,
2001,6,Hyderabad,,,,,,,
2001,6,Mumbai,,,,,,,
2001,6,Bangalore,,,,,,,
2001,6,Kolkata,,,,,,,
2001,6,Chennai,,,,,,,
2001,6,Pune,,,,,,,
2001,6,Kanpur,,,,,,,
2001,6,Surat,-1.2816510405260355,0.013412540735348305,-0.24404266991852472,0.18604179589722342,0.0,0.0,-0.20177165354303322
2001,6,Ahmedabad,,,,,,,
2001,7,Delhi,,,,,,,
2001,7,Hyderabad,,,,,,,
2001,7,Mumbai,,,,,,,
2001,7,Bangalore,,,,,,,
2001,7,Kolkata,,,,,,,
2001,7,Chennai,,,,,,,
2001,7,Pune,,,,,,,
2001,7,Kanpur,,,,,,,
2001,7,Surat,,,,,,,
2001,7,Ahmedabad,,,,,,,
2001,8,Delhi,0.14202933256108988,0.3119409068751798,-0.06536160669874523,0.18102462934958707,0.3614212396249123,-0.14766048145800614,0.22018372080806453
2001,8,Hyderabad,,,,,,,
2001,8,Mumbai,,,,,,,
2001,8,Bangalore,,,,,,,
2001,8,Kolkata,,,,,,,
2001,8,Chennai,,,,,,,
2001,8,Pune,,,,,,,
2001,8,Kanpur,,,,,,,
2001,8,Surat,,,,,,,
2001,8,Ahmedabad,,,,,,,
2001,9,Delhi,0.09862136130638331,0.26212553874360006,-0.023225613540304405,0.17837206972408173,0.44099367700407016,-0.13275714146425174,0.17015929727544069
2001,9,Hyderabad,,,,,,,
2001,9,Mumbai,,,,,,,
2001,9,Bangalore,,,,,,,
2001,9,Kolkata,,,,,,,
2001,9,Chennai,,,,,,,
2001,9,Pune,,,,,,,
2001,9,Kanpur,0.15048105595753064,0.26902746202752054,0.03656495145632268,0.17860655559190272,0.42348289648031107,-0.10366719412082251,0.15909207519223362
2001,9,Surat,,,,,,,
2001,9,Ahmedabad,,,,,,,
2001,10,Delhi,0.16265359849708672,0.2363748388312738,0.04663240593837554,0.18207573998697812,0.2777416915518157,-0.05510161959734261,0.1739770729085039
2001,10,Hyderabad,-2.5591608018759335,0.3660609324826997,-0.11274511064192702,0.20773699576323262,0.15484622483652502,-0.17136536856511958,0.3298578991838808
2001,10,Mumbai,,,,,,,
2001,10,Bangalore,-0.5052255850505752,-0.16861394202344415,-0.2742281307609203,0.5341090268721326,-0.2713393055633985,-0.32208023880062897,0.6002738239354726
2001,10,Kolkata,0.12327103430444068,0.3952929323685823,-0.03427462225848409,0.10718192197109515,0.536943091257604,-0.2744993295955059,0.11557117670005614
2001,10,Chennai,,,,,,,
2001,10,Pune,,,,,,,
2001,10,Kanpur,,,,,,,
2001,10,Surat,0.2139155182182542,0.3423055494765373,-0.04588572837067389,0.13247125120816955,0.4769502617565623,-0.2403023657571333,0.1346377840771051
2001,10,Ahmedabad,,,,,,,
2001,11,Delhi,,,,,,,
2001,11,Hyderabad,,,,,,,
2001,11,Mumbai,,,,,,,
2001,11,Bangalore,,,,,,,
2001,11,Kolkata,0.1432419148166144,0.3161964611874729,0.000484171477046272,0.102058532071523,0.46307493588667203,-0.2264069744151508,0.10561517024995032
2001,11,Chennai,,,,,,,
2001,11,Pune,0.1788144372554522,0.34853494652985806,-0.007811142406554498,0.13790417735391228,0.49561956768221743,-0.13335257712936985,0.1282858461973415
2001,11,Kanpur,,,,,,,
2001,11,Surat,0.15753926426519732,0.27724165300465864,0.031050488340162653,0.12991448330501296,0.4031763508362117,-0.1388332311272313,0.1260263282633868
2001,11,Ahmedabad,0.10673257890394484,0.2537898179416401,0.08939437460543773,0.17338813032045133,0.29994447538159236,0.013384074679817377,0.15899129971743678
2001,12,Delhi,,,,,,,
2001,12,Hyderabad,,,,,,,
2001,12,Mumbai,,,,,,,
2001,12,Bangalore,-1.2605847850360379,0.45891129890703397,-0.02083888673254895,0.1773721908463138,0.0,0.0,-0.20177165354272197
2001,12,Kolkata,,,,,,,
2001,12,Chennai,,,,,,,
2001,12,Pune,,,,,,,
2001,12,Kanpur,,,,,,,
2001,12,Surat,-1.1826532599342747,0.044261447404399315,-0.3078390557428425,0.10239561908226338,0.0,0.0,-0.20177165354303225
2001,12,Ahmedabad,,,,,,,
2002,1,Delhi,,,,,,,
2002,1,Hyderabad,0.1568880957767223,0.26230750198175623,0.12481993962784212,0.16090433221465128,0.298784516291944,0.03572628231419199,0.14456518648546654
2002,1,Mumbai,,,,,,,
2002,1,Bangalore,-1.2152842621405493,0.28430462350020486,0.07318463540776449,0.20664766239538943,0.0,0.0,-0.2017716535427304
2002,1,Kolkata,0.15444356405676543,0.17450389652856318,0.024263255565671604,0.09834653590369398,0.29465280992116144,-0.13344657861517076,0.09505394809835349
2002,1,Chennai,0.23218506136974784,0.38094824217081363,-0.051074960216094055,0.13209701256352713,0.13649626815144392,-0.1829595628043447,0.15944055202473512
2002,1,Pune,0.18679637054509404,0.19777314083988887,0.08006282361991592,0.1485235741174573,0.28921814470079277,-0.033660646143406234,0.12626404688424198
2002,1,Kanpur,,,,,,,
2002,1,Surat,0.16868714688930977,0.21308832758540405,0.06862242809329105,0.12770242581265065,0.30750583038693674,-0.08344846670814286,0.11381273699372954
2002,1,Ahmedabad,0.14393918151051763,0.22968984410883514,0.08617923407921235,0.17287377838293788,0.3482814534671017,-0.03988071921682723,0.15277395557522358
2002,2,Delhi,-1.17842874880314,0.1481258940427811,0.004166583633659122,0.15674688761084146,0.0,0.0,-0.20177165354311982
2002,2,Hyderabad,,,,,,,
2002,2,Mumbai,,,,,,,
2002,2,Bangalore,0.14828344090142864,0.2722504773336661,0.1666794342949562,0.1750382691393395,0.3804821483964285,0.016876736521885954,0.14826994987793116
2002,2,Kolkata,,,,,,,
2002,2,Chennai,,,,,,,
2002,2,Pune,,,,,,,
2002,2,Kanpur,0.1998782042967723,0.22986197302531383,0.06646464246944991,0.1694091412996993,0.42744873856658305,-0.1328908850801326,0.15269401565564827
2002,2,Surat,,,,,,,
2002,2,Ahmedabad,0.1613766951056907,0.19652762019878994,0.10211268477721679,0.1759958478164963,0.3147018046755625,-0.034969655789616735,0.15372253570858654
2002,3,Delhi,0.24596216848987812,0.21167115603298625,0.057463567361952045,0.17365200372883102,0.26979787809392447,-0.03587161011438484,0.1539342862182005
2002,3,Hyderabad,,,,,,,
2002,3,Mumbai,0.3395082214281142,0.18889065943539118,0.054397906208660175,0.12222827539312382,0.016100245737191075,-0.3024335792028919,0.07929636212881185
2002,3,Bangalore,-1.2902834544595723,0.21289493039256416,0.10126500049910613,0.21451963418339068,0.0,0.0,-0.20177165354272594
2002,3,Kolkata,0.14518123474207814,0.28203165916636685,-0.008128029085329213,0.11535354860714847,0.4315154101457143,-0.16807949834537014,0.11798062061617205
2002,3,Chennai,0.24649965936915014,0.2556731386800862,0.07378459620104225,0.16031350891869559,0.19491878229480977,-0.1338705269923974,0.1159968464930249
2002,3,Pune,0.16232646137622667,0.15564142685252763,0.10668713557463434,0.15069569498835114,0.24797255791489695,0.015539988657827844,0.14171334518466747
2002,3,Kanpur,,,,,,,
2002,3,Surat,0.29756698138574783,0.21196362000065963,0.026975460132199924,0.1360707630470996,0.24214803954569314,-0.10245390451658508,0.12611157507259138
2002,3,Ahmedabad,0.1363175575733705,0.18998407214730895,0.08945538419240949,0.19296784530381944,0.3093528755523924,-0.028198739777230832,0.17177700405782428
2002,4,Delhi,-1.2873792969483953,0.12833498695482048,0.02608028510900013,0.19631660653503613,0.0,0.0,-0.20177165354308946
2002,4,Hyderabad,0.16119975517000787,0.19340667213270146,0.15369393660025044,0.18246885169150695,0.24566339191238945,0.07174974331747058,0.1678746522692199
2002,4,Mumbai,,,,,,,
2002,4,Bangalore,0.15327262657849863,0.23833445365206596,0.15327752229095287,0.18414781584555656,0.33163401395102876,0.04746482929487419,0.16663056600341805
2002,4,Kolkata,0.17106053784509823,0.26546428076422907,-0.030681254661368704,0.13063612875738465,0.40497052782342996,-0.18112486410535616,0.13790638479221884
2002,4,Chennai,,,,,,,
2002,4,Pune,,,,,,,
2002,4,Kanpur,,,,,,,
2002,4,Surat,,,,,,,
2002,4,Ahmedabad,0.18842559971188458,0.15284273652328212,0.12452726313618179,0.17985803755848462,0.2009343536780209,0.04892932101155225,0.18638388160296326
2002,5,Delhi,,,,,,,
2002,5,Hyderabad,,,,,,,
2002,5,Mumbai,,,,,,,
2002,5,Bangalore,,,,,,,
2002,5,Kolkata,,,,,,,
2002,5,Chennai,,,,,,,
2002,5,Pune,0.14450895800258712,0.14270967306785035,0.0740290261393148,0.15632145703127825,0.2369368237144107,-0.012231008505161232,0.15308051428654357
2002,5,Kanpur,,,,,,,
2002,5,Surat,,,,,,,
2002,5,Ahmedabad,0.44236306272761217,0.19841437276972765,0.045101528865175815,0.21997964450384758,0.020276986241609805,-0.04661910638966974,0.42527145487399837
2002,6,Delhi,0.0729953331297848,0.18473652790960102,-0.0048979717669684,0.2045433715021194,0.26249760387746296,-0.06623555856893404,0.19710717570614816
2002,6,Hyderabad,,,,,,,
2002,6,Mumbai,,,,,,,
2002,6,Bangalore,,,,,,,
2002,6,Kolkata,,,,,,,
2002,6,Chennai,0.29263140321105224,0.28818832872859873,0.027051845376352947,0.17066878854381795,0.22171633655310674,-0.09124123339569168,0.12601009097176077
2002,6,Pune,,,,,,,
2002,6,Kanpur,,,,,,,
2002,6,Surat,,,,,,,
2002,6,Ahmedabad,,,,,,,
2002,7,Delhi,,,,,,,
2002,7,Hyderabad,,,,,,,
2002,7,Mumbai,,,,,,,
2002,7,Bangalore,-1.2698111221585744,0.250331323440902,0.011572768721952254,0.2511280357344831,0.0,0.0,-0.20177165354272888
2002,7,Kolkata,,,,,,,
2002,7,Chennai,,,,,,,
2002,7,Pune,,,,,,,
2002,7,Kanpur,0.13944740222002397,0.14321100794191205,0.0598646775659852,0.2456162416207504,0.18162503178532588,0.008212458185186376,0.22479784734372835
2002,7,Surat,,,,,,,
2002,7,Ahmedabad,,,,,,,
2002,8,Delhi,-0.9844808882130607,0.18602341434599104,-0.10925011407168098,0.21619844155768217,0.012651963221590118,-0.013206548009388341,-0.1684812155559469
2002,8,Hyderabad,,,,,,,
2002,8,Mumbai,,,,,,,
2002,8,Bangalore,-0.08133800110291907,-0.5127388220877187,-0.2826641110180615,0.9950269032093642,0.0,0.0,-0.20177165354272747
2002,8,Kolkata,,,,,,,
2002,8,Chennai,,,,,,,
2002,8,Pune,,,,,,,
2002,8,Kanpur,,,,,,,
2002,8,Surat,,,,,,,
2002,8,Ahmedabad,,,,,,,
2002,9,Delhi,0.0899607330143131,0.25782974988779883,-0.04243619832942198,0.17225730352829974,0.40390073494888074,-0.13582841432363288,0.16879459314742792
2002,9,Hyderabad,,,,,,,
2002,9,Mumbai,,,,,,,
2002,9,Bangalore,,,,,,,
2002,9,Kolkata,,,,,,,
2002,9,Chennai,0.2525550399685979,0.3925405678345539,-0.0466795038734681,0.1805137836593831,0.34845780396618165,-0.146127760174525,0.13957873267383836
2002,9,Pune,,,,,,,
2002,9,Kanpur,0.09668563267834804,0.33625661454186856,-0.11091815690447113,0.15155342804523317,0.3844383648921209,-0.2936349223726101,0.14247851263938455
2002,9,Surat,0.19412647963943527,0.31147242379438855,-0.08035190399282317,0.1500371927200949,0.47931280598624404,-0.26693287003328187,0.13292599933890337
2002,9,Ahmedabad,,,,,,,
2002,10,Delhi,0.38541383869899515,0.3326809438855701,-0.031445753337070094,0.16449770763187427,0.293221234961194,-0.0712164119773733,0.19907560409093933
2002,10,Hyderabad,,,,,,,
2002,10,Mumbai,0.3211986910743076,0.2980631510711927,0.0016954332916558615,0.12487004913463787,0.06076065552280854,-0.3327674487593536,0.07832145483643493
2002,10,Bangalore,-0.9056299505432226,-0.21048331944464793,-0.17212638375759434,0.9860748928902265,0.0,0.0,-0.20177165354272528
2002,10,Kolkata,-66.08472668983549,0.41889273346839523,-0.2293095683997082,0.13244247075166174,-0.09748520902772709,-0.11247780131769618,0.5396110663767213
2002,10,Chennai,,,,,,,
2002,10,Pune,0.1963235479712842,0.2969105168556542,0.02451778957311463,0.14186144406586323,0.463096780216551,-0.10832657002286994,0.1362163745203769
2002,10,Kanpur,,,,,,,
2002,10,Surat,0.17650345035091464,0.2541088904404596,0.02232768737560162,0.13294992165582667,0.39746874754128403,-0.1551296541669776,0.12604946450331866
2002,10,Ahmedabad,0.1252388933627379,0.26502636953635694,0.04302672311273148,0.1842650390522938,0.35711928160320905,-0.06196029229831599,0.17142645699314799
2002,11,Delhi,-1.2177249622862838,0.2510572829216546,-0.00941071917452135,0.1444104160973072,0.0,0.0,-0.20177165354311952
2002,11,Hyderabad,0.23323852326053354,0.35192993284036833,0.014739946152426343,0.17348676953661746,0.37513135592628866,-0.04851515253288594,0.16409728973956153
2002,11,Mumbai,,,,,,,
2002,11,Bangalore,,,,,,,
2002,11,Kolkata,,,,,,,
2002,11,Chennai,,,,,,,
2002,11,Pune,0.19148982164063147,0.2649593086062429,0.06671708650322727,0.14346056912643476,0.372143111704846,-0.058642086189974,0.12798329387247562
